10/07/22 05:26--> пользователь выбрал - играть
10/07/22 05:26--> пользователь задал - 10 конфет
10/07/22 05:26--> пользователь задал - 4 конфет за ход
10/07/22 05:28--> пользователь взял - 3 конфет
10/07/22 05:30--> пользователь выбрал - играть
10/07/22 05:30--> пользователь задал - 10 конфет
10/07/22 05:30--> пользователь задал - 3 конфет за ход
10/07/22 05:31--> пользователь взял - 2 конфет
10/07/22 05:36--> пользователь выбрал - играть, напиши ченить
10/07/22 05:36--> пользователь задал - 10 конфет
10/07/22 05:36--> пользователь задал - 4 конфет за ход
10/07/22 05:37--> пользователь взял - 4 конфет
10/07/22 05:38--> пользователь выбрал - играть, напиши ченить
10/07/22 05:38--> пользователь задал - 10 конфет
10/07/22 05:38--> пользователь задал - 3 конфет за ход
10/07/22 05:38--> пользователь взял - 3 конфет
10/07/22 05:38--> пользователь взял - 3 конфет
10/07/22 06:01--> пользователь выбрал - считать
10/07/22 06:01--> первое число от пользователя - 10
10/07/22 06:01--> второе число от пользователя - 20
10/07/22 06:01--> второе число от пользователя - +
10/07/22 06:01--> второе число от пользователя - +
10/07/22 06:01--> второе число от пользователя - -
10/07/22 06:03--> пользователь выбрал - считать
10/07/22 06:03--> первое число от пользователя - 10
10/07/22 06:03--> второе число от пользователя - 20
10/07/22 06:03--> знак от пользователя - +
